lambda nm,X,Y,Z
784.1,2.92E-05,1.14E-05,0.00E+00
784.2,2.90E-05,1.14E-05,0.00E+00
784.3,2.89E-05,1.13E-05,0.00E+00
784.4,2.87E-05,1.12E-05,0.00E+00
784.5,2.85E-05,1.12E-05,0.00E+00
784.6,2.83E-05,1.11E-05,0.00E+00
784.7,2.81E-05,1.10E-05,0.00E+00
784.8,2.79E-05,1.09E-05,0.00E+00
784.9,2.78E-05,1.09E-05,0.00E+00
785,2.76E-05,1.08E-05,0.00E+00
785.1,2.74E-05,1.07E-05,0.00E+00
785.2,2.72E-05,1.07E-05,0.00E+00
785.3,2.71E-05,1.06E-05,0.00E+00
785.4,2.69E-05,1.05E-05,0.00E+00
785.5,2.67E-05,1.05E-05,0.00E+00
785.6,2.65E-05,1.04E-05,0.00E+00
785.7,2.64E-05,1.03E-05,0.00E+00
785.8,2.62E-05,1.03E-05,0.00E+00
785.9,2.60E-05,1.02E-05,0.00E+00
786,2.59E-05,1.01E-05,0.00E+00
786.1,2.57E-05,1.01E-05,0.00E+00
786.2,2.55E-05,1.00E-05,0.00E+00
786.3,2.54E-05,9.94E-06,0.00E+00
786.4,2.52E-05,9.88E-06,0.00E+00
786.5,2.51E-05,9.82E-06,0.00E+00
786.6,2.49E-05,9.75E-06,0.00E+00
786.7,2.47E-05,9.69E-06,0.00E+00
786.8,2.46E-05,9.63E-06,0.00E+00
786.9,2.44E-05,9.57E-06,0.00E+00
787,2.43E-05,9.51E-06,0.00E+00
787.1,2.41E-05,9.45E-06,0.00E+00
787.2,2.40E-05,9.39E-06,0.00E+00
787.3,2.38E-05,9.33E-06,0.00E+00
787.4,2.37E-05,9.27E-06,0.00E+00
787.5,2.35E-05,9.21E-06,0.00E+00
787.6,2.34E-05,9.15E-06,0.00E+00
787.7,2.32E-05,9.10E-06,0.00E+00
787.8,2.31E-05,9.04E-06,0.00E+00
787.9,2.29E-05,8.98E-06,0.00E+00
788,2.28E-05,8.93E-06,0.00E+00
788.1,2.26E-05,8.87E-06,0.00E+00
788.2,2.25E-05,8.81E-06,0.00E+00
788.3,2.23E-05,8.76E-06,0.00E+00
788.4,2.22E-05,8.70E-06,0.00E+00
788.5,2.21E-05,8.65E-06,0.00E+00
788.6,2.19E-05,8.59E-06,0.00E+00
788.7,2.18E-05,8.54E-06,0.00E+00
788.8,2.16E-05,8.48E-06,0.00E+00
788.9,2.15E-05,8.43E-06,0.00E+00
789,2.14E-05,8.38E-06,0.00E+00
789.1,2.12E-05,8.32E-06,0.00E+00
789.2,2.11E-05,8.27E-06,0.00E+00
789.3,2.10E-05,8.22E-06,0.00E+00
789.4,2.08E-05,8.17E-06,0.00E+00
789.5,2.07E-05,8.12E-06,0.00E+00
789.6,2.06E-05,8.07E-06,0.00E+00
789.7,2.04E-05,8.01E-06,0.00E+00
789.8,2.03E-05,7.96E-06,0.00E+00
789.9,2.02E-05,7.91E-06,0.00E+00
790,2.00E-05,7.86E-06,0.00E+00
790.1,1.99E-05,7.81E-06,0.00E+00
790.2,1.98E-05,7.76E-06,0.00E+00
790.3,1.97E-05,7.72E-06,0.00E+00
790.4,1.95E-05,7.67E-06,0.00E+00
790.5,1.94E-05,7.62E-06,0.00E+00
790.6,1.93E-05,7.57E-06,0.00E+00
790.7,1.92E-05,7.52E-06,0.00E+00
790.8,1.90E-05,7.48E-06,0.00E+00
790.9,1.89E-05,7.43E-06,0.00E+00
791,1.88E-05,7.38E-06,0.00E+00
791.1,1.87E-05,7.33E-06,0.00E+00
791.2,1.86E-05,7.29E-06,0.00E+00
791.3,1.84E-05,7.24E-06,0.00E+00
791.4,1.83E-05,7.20E-06,0.00E+00
791.5,1.82E-05,7.15E-06,0.00E+00
791.6,1.81E-05,7.11E-06,0.00E+00
791.7,1.80E-05,7.06E-06,0.00E+00
791.8,1.79E-05,7.02E-06,0.00E+00
791.9,1.78E-05,6.97E-06,0.00E+00
792,1.76E-05,6.93E-06,0.00E+00
792.1,1.75E-05,6.89E-06,0.00E+00
792.2,1.74E-05,6.84E-06,0.00E+00
792.3,1.73E-05,6.80E-06,0.00E+00
792.4,1.72E-05,6.76E-06,0.00E+00
792.5,1.71E-05,6.71E-06,0.00E+00
792.6,1.70E-05,6.67E-06,0.00E+00
792.7,1.69E-05,6.63E-06,0.00E+00
792.8,1.68E-05,6.59E-06,0.00E+00
792.9,1.67E-05,6.55E-06,0.00E+00
793,1.66E-05,6.51E-06,0.00E+00
793.1,1.65E-05,6.46E-06,0.00E+00
793.2,1.63E-05,6.42E-06,0.00E+00
793.3,1.62E-05,6.38E-06,0.00E+00
793.4,1.61E-05,6.34E-06,0.00E+00
793.5,1.60E-05,6.30E-06,0.00E+00
793.6,1.59E-05,6.26E-06,0.00E+00
793.7,1.58E-05,6.22E-06,0.00E+00
793.8,1.57E-05,6.19E-06,0.00E+00
793.9,1.56E-05,6.15E-06,0.00E+00
794,1.55E-05,6.11E-06,0.00E+00
794.1,1.54E-05,6.07E-06,0.00E+00
794.2,1.53E-05,6.03E-06,0.00E+00
794.3,1.52E-05,5.99E-06,0.00E+00
794.4,1.52E-05,5.96E-06,0.00E+00
794.5,1.51E-05,5.92E-06,0.00E+00
794.6,1.50E-05,5.88E-06,0.00E+00
794.7,1.49E-05,5.85E-06,0.00E+00
794.8,1.48E-05,5.81E-06,0.00E+00
794.9,1.47E-05,5.77E-06,0.00E+00
795,1.46E-05,5.74E-06,0.00E+00
795.1,1.45E-05,5.70E-06,0.00E+00
795.2,1.44E-05,5.67E-06,0.00E+00
795.3,1.43E-05,5.63E-06,0.00E+00
795.4,1.42E-05,5.60E-06,0.00E+00
795.5,1.41E-05,5.56E-06,0.00E+00
795.6,1.40E-05,5.53E-06,0.00E+00
795.7,1.40E-05,5.49E-06,0.00E+00
795.8,1.39E-05,5.46E-06,0.00E+00
795.9,1.38E-05,5.42E-06,0.00E+00
796,1.37E-05,5.39E-06,0.00E+00
796.1,1.36E-05,5.36E-06,0.00E+00
796.2,1.35E-05,5.32E-06,0.00E+00
796.3,1.34E-05,5.29E-06,0.00E+00
796.4,1.34E-05,5.26E-06,0.00E+00
796.5,1.33E-05,5.22E-06,0.00E+00
796.6,1.32E-05,5.19E-06,0.00E+00
796.7,1.31E-05,5.16E-06,0.00E+00
796.8,1.30E-05,5.13E-06,0.00E+00
796.9,1.29E-05,5.10E-06,0.00E+00
797,1.29E-05,5.07E-06,0.00E+00
797.1,1.28E-05,5.03E-06,0.00E+00
797.2,1.27E-05,5.00E-06,0.00E+00
797.3,1.26E-05,4.97E-06,0.00E+00
797.4,1.25E-05,4.94E-06,0.00E+00
797.5,1.25E-05,4.91E-06,0.00E+00
797.6,1.24E-05,4.88E-06,0.00E+00
797.7,1.23E-05,4.85E-06,0.00E+00
797.8,1.22E-05,4.82E-06,0.00E+00
797.9,1.22E-05,4.79E-06,0.00E+00
798,1.21E-05,4.76E-06,0.00E+00
798.1,1.20E-05,4.73E-06,0.00E+00
798.2,1.19E-05,4.70E-06,0.00E+00
798.3,1.19E-05,4.67E-06,0.00E+00
798.4,1.18E-05,4.65E-06,0.00E+00
798.5,1.17E-05,4.62E-06,0.00E+00
798.6,1.16E-05,4.59E-06,0.00E+00
798.7,1.16E-05,4.56E-06,0.00E+00
798.8,1.15E-05,4.53E-06,0.00E+00
798.9,1.14E-05,4.51E-06,0.00E+00
799,1.14E-05,4.48E-06,0.00E+00
799.1,1.13E-05,4.45E-06,0.00E+00
799.2,1.12E-05,4.42E-06,0.00E+00
799.3,1.12E-05,4.40E-06,0.00E+00
799.4,1.11E-05,4.37E-06,0.00E+00
799.5,1.10E-05,4.34E-06,0.00E+00
799.6,1.09E-05,4.32E-06,0.00E+00
799.7,1.09E-05,4.29E-06,0.00E+00
799.8,1.08E-05,4.26E-06,0.00E+00
799.9,1.07E-05,4.24E-06,0.00E+00
800,1.07E-05,4.21E-06,0.00E+00
800.1,1.06E-05,4.19E-06,0.00E+00
800.2,1.06E-05,4.16E-06,0.00E+00
800.3,1.05E-05,4.14E-06,0.00E+00
800.4,1.04E-05,4.11E-06,0.00E+00
800.5,1.04E-05,4.09E-06,0.00E+00
800.6,1.03E-05,4.06E-06,0.00E+00
800.7,1.02E-05,4.04E-06,0.00E+00
800.8,1.02E-05,4.01E-06,0.00E+00
800.9,1.01E-05,3.99E-06,0.00E+00
801,1.00E-05,3.96E-06,0.00E+00
801.1,9.98E-06,3.94E-06,0.00E+00
801.2,9.92E-06,3.91E-06,0.00E+00
801.3,9.86E-06,3.89E-06,0.00E+00
801.4,9.80E-06,3.87E-06,0.00E+00
801.5,9.74E-06,3.84E-06,0.00E+00
801.6,9.68E-06,3.82E-06,0.00E+00
801.7,9.62E-06,3.80E-06,0.00E+00
801.8,9.56E-06,3.77E-06,0.00E+00
801.9,9.50E-06,3.75E-06,0.00E+00
802,9.45E-06,3.73E-06,0.00E+00
802.1,9.39E-06,3.71E-06,0.00E+00
802.2,9.33E-06,3.68E-06,0.00E+00
802.3,9.27E-06,3.66E-06,0.00E+00
802.4,9.22E-06,3.64E-06,0.00E+00
802.5,9.16E-06,3.62E-06,0.00E+00
802.6,9.11E-06,3.60E-06,0.00E+00
802.7,9.05E-06,3.57E-06,0.00E+00
802.8,8.99E-06,3.55E-06,0.00E+00
802.9,8.94E-06,3.53E-06,0.00E+00
803,8.88E-06,3.51E-06,0.00E+00
803.1,8.83E-06,3.49E-06,0.00E+00
803.2,8.78E-06,3.47E-06,0.00E+00
803.3,8.72E-06,3.45E-06,0.00E+00
803.4,8.67E-06,3.42E-06,0.00E+00
803.5,8.62E-06,3.40E-06,0.00E+00
803.6,8.56E-06,3.38E-06,0.00E+00
803.7,8.51E-06,3.36E-06,0.00E+00
803.8,8.46E-06,3.34E-06,0.00E+00
803.9,8.41E-06,3.32E-06,0.00E+00
804,8.36E-06,3.30E-06,0.00E+00
804.1,8.30E-06,3.28E-06,0.00E+00
804.2,8.25E-06,3.26E-06,0.00E+00
804.3,8.20E-06,3.24E-06,0.00E+00
804.4,8.15E-06,3.22E-06,0.00E+00
804.5,8.10E-06,3.20E-06,0.00E+00
804.6,8.05E-06,3.18E-06,0.00E+00
804.7,8.00E-06,3.16E-06,0.00E+00
804.8,7.95E-06,3.14E-06,0.00E+00
804.9,7.91E-06,3.13E-06,0.00E+00
805,7.86E-06,3.11E-06,0.00E+00
805.1,7.81E-06,3.09E-06,0.00E+00
805.2,7.76E-06,3.07E-06,0.00E+00
805.3,7.71E-06,3.05E-06,0.00E+00
805.4,7.67E-06,3.03E-06,0.00E+00
805.5,7.62E-06,3.01E-06,0.00E+00
805.6,7.57E-06,2.99E-06,0.00E+00
805.7,7.53E-06,2.98E-06,0.00E+00
805.8,7.48E-06,2.96E-06,0.00E+00
805.9,7.43E-06,2.94E-06,0.00E+00
806,7.39E-06,2.92E-06,0.00E+00
806.1,7.34E-06,2.90E-06,0.00E+00
806.2,7.30E-06,2.89E-06,0.00E+00
806.3,7.25E-06,2.87E-06,0.00E+00
806.4,7.21E-06,2.85E-06,0.00E+00
806.5,7.16E-06,2.83E-06,0.00E+00
806.6,7.12E-06,2.82E-06,0.00E+00
806.7,7.07E-06,2.80E-06,0.00E+00
806.8,7.03E-06,2.78E-06,0.00E+00
806.9,6.99E-06,2.77E-06,0.00E+00
807,6.94E-06,2.75E-06,0.00E+00
807.1,6.90E-06,2.73E-06,0.00E+00
807.2,6.86E-06,2.71E-06,0.00E+00
807.3,6.82E-06,2.70E-06,0.00E+00
807.4,6.77E-06,2.68E-06,0.00E+00
807.5,6.73E-06,2.67E-06,0.00E+00
807.6,6.69E-06,2.65E-06,0.00E+00
807.7,6.65E-06,2.63E-06,0.00E+00
807.8,6.61E-06,2.62E-06,0.00E+00
807.9,6.57E-06,2.60E-06,0.00E+00
808,6.53E-06,2.58E-06,0.00E+00
808.1,6.49E-06,2.57E-06,0.00E+00
808.2,6.45E-06,2.55E-06,0.00E+00
808.3,6.41E-06,2.54E-06,0.00E+00
808.4,6.37E-06,2.52E-06,0.00E+00
808.5,6.33E-06,2.51E-06,0.00E+00
808.6,6.29E-06,2.49E-06,0.00E+00
808.7,6.25E-06,2.48E-06,0.00E+00
808.8,6.21E-06,2.46E-06,0.00E+00
808.9,6.17E-06,2.45E-06,0.00E+00
809,6.14E-06,2.43E-06,0.00E+00
809.1,6.10E-06,2.42E-06,0.00E+00
809.2,6.06E-06,2.40E-06,0.00E+00
809.3,6.02E-06,2.39E-06,0.00E+00
809.4,5.99E-06,2.37E-06,0.00E+00
809.5,5.95E-06,2.36E-06,0.00E+00
809.6,5.91E-06,2.34E-06,0.00E+00
809.7,5.88E-06,2.33E-06,0.00E+00
809.8,5.84E-06,2.31E-06,0.00E+00
809.9,5.80E-06,2.30E-06,0.00E+00
810,5.77E-06,2.29E-06,0.00E+00
810.1,5.73E-06,2.27E-06,0.00E+00
810.2,5.70E-06,2.26E-06,0.00E+00
810.3,5.66E-06,2.25E-06,0.00E+00
810.4,5.63E-06,2.23E-06,0.00E+00
810.5,5.59E-06,2.22E-06,0.00E+00
810.6,5.56E-06,2.20E-06,0.00E+00
810.7,5.53E-06,2.19E-06,0.00E+00
810.8,5.49E-06,2.18E-06,0.00E+00
810.9,5.46E-06,2.16E-06,0.00E+00
811,5.43E-06,2.15E-06,0.00E+00
811.1,5.39E-06,2.14E-06,0.00E+00
811.2,5.36E-06,2.13E-06,0.00E+00
811.3,5.33E-06,2.11E-06,0.00E+00
811.4,5.29E-06,2.10E-06,0.00E+00
811.5,5.26E-06,2.09E-06,0.00E+00
811.6,5.23E-06,2.08E-06,0.00E+00
811.7,5.20E-06,2.06E-06,0.00E+00
811.8,5.17E-06,2.05E-06,0.00E+00
811.9,5.14E-06,2.04E-06,0.00E+00
812,5.10E-06,2.03E-06,0.00E+00
812.1,5.07E-06,2.01E-06,0.00E+00
812.2,5.04E-06,2.00E-06,0.00E+00
812.3,5.01E-06,1.99E-06,0.00E+00
812.4,4.98E-06,1.98E-06,0.00E+00
812.5,4.95E-06,1.97E-06,0.00E+00
812.6,4.92E-06,1.95E-06,0.00E+00
812.7,4.89E-06,1.94E-06,0.00E+00
812.8,4.86E-06,1.93E-06,0.00E+00
812.9,4.83E-06,1.92E-06,0.00E+00
813,4.80E-06,1.91E-06,0.00E+00
813.1,4.77E-06,1.90E-06,0.00E+00
813.2,4.75E-06,1.88E-06,0.00E+00
813.3,4.72E-06,1.87E-06,0.00E+00
813.4,4.69E-06,1.86E-06,0.00E+00
813.5,4.66E-06,1.85E-06,0.00E+00
813.6,4.63E-06,1.84E-06,0.00E+00
813.7,4.60E-06,1.83E-06,0.00E+00
813.8,4.58E-06,1.82E-06,0.00E+00
813.9,4.55E-06,1.81E-06,0.00E+00
814,4.52E-06,1.80E-06,0.00E+00
814.1,4.50E-06,1.79E-06,0.00E+00
814.2,4.47E-06,1.78E-06,0.00E+00
814.3,4.44E-06,1.76E-06,0.00E+00
814.4,4.41E-06,1.75E-06,0.00E+00
814.5,4.39E-06,1.74E-06,0.00E+00
814.6,4.36E-06,1.73E-06,0.00E+00
814.7,4.34E-06,1.72E-06,0.00E+00
814.8,4.31E-06,1.71E-06,0.00E+00
814.9,4.28E-06,1.70E-06,0.00E+00
815,4.26E-06,1.69E-06,0.00E+00
815.1,4.23E-06,1.68E-06,0.00E+00
815.2,4.21E-06,1.67E-06,0.00E+00
815.3,4.18E-06,1.66E-06,0.00E+00
815.4,4.16E-06,1.65E-06,0.00E+00
815.5,4.13E-06,1.64E-06,0.00E+00
815.6,4.11E-06,1.63E-06,0.00E+00
815.7,4.08E-06,1.62E-06,0.00E+00
815.8,4.06E-06,1.61E-06,0.00E+00
815.9,4.04E-06,1.61E-06,0.00E+00
816,4.01E-06,1.60E-06,0.00E+00
816.1,3.99E-06,1.59E-06,0.00E+00
816.2,3.97E-06,1.58E-06,0.00E+00
816.3,3.94E-06,1.57E-06,0.00E+00
816.4,3.92E-06,1.56E-06,0.00E+00
816.5,3.90E-06,1.55E-06,0.00E+00
816.6,3.87E-06,1.54E-06,0.00E+00
816.7,3.85E-06,1.53E-06,0.00E+00
816.8,3.83E-06,1.52E-06,0.00E+00
816.9,3.80E-06,1.51E-06,0.00E+00
817,3.78E-06,1.50E-06,0.00E+00
817.1,3.76E-06,1.50E-06,0.00E+00
817.2,3.74E-06,1.49E-06,0.00E+00
817.3,3.72E-06,1.48E-06,0.00E+00
817.4,3.69E-06,1.47E-06,0.00E+00
817.5,3.67E-06,1.46E-06,0.00E+00
817.6,3.65E-06,1.45E-06,0.00E+00
817.7,3.63E-06,1.44E-06,0.00E+00
817.8,3.61E-06,1.44E-06,0.00E+00
817.9,3.59E-06,1.43E-06,0.00E+00
818,3.56E-06,1.42E-06,0.00E+00
818.1,3.54E-06,1.41E-06,0.00E+00
818.2,3.52E-06,1.40E-06,0.00E+00
818.3,3.50E-06,1.39E-06,0.00E+00
818.4,3.48E-06,1.39E-06,0.00E+00
818.5,3.46E-06,1.38E-06,0.00E+00
818.6,3.44E-06,1.37E-06,0.00E+00
818.7,3.42E-06,1.36E-06,0.00E+00
818.8,3.40E-06,1.35E-06,0.00E+00
818.9,3.38E-06,1.35E-06,0.00E+00
819,3.36E-06,1.34E-06,0.00E+00
819.1,3.34E-06,1.33E-06,0.00E+00
819.2,3.32E-06,1.32E-06,0.00E+00
819.3,3.30E-06,1.32E-06,0.00E+00
819.4,3.28E-06,1.31E-06,0.00E+00
819.5,3.26E-06,1.30E-06,0.00E+00
819.6,3.24E-06,1.29E-06,0.00E+00
819.7,3.22E-06,1.28E-06,0.00E+00
819.8,3.21E-06,1.28E-06,0.00E+00
819.9,3.19E-06,1.27E-06,0.00E+00
820,3.17E-06,1.26E-06,0.00E+00
820.1,3.15E-06,1.26E-06,0.00E+00
820.2,3.13E-06,1.25E-06,0.00E+00
820.3,3.11E-06,1.24E-06,0.00E+00
820.4,3.09E-06,1.23E-06,0.00E+00
820.5,3.08E-06,1.23E-06,0.00E+00
820.6,3.06E-06,1.22E-06,0.00E+00
820.7,3.04E-06,1.21E-06,0.00E+00
820.8,3.02E-06,1.20E-06,0.00E+00
820.9,3.00E-06,1.20E-06,0.00E+00
821,2.99E-06,1.19E-06,0.00E+00
821.1,2.97E-06,1.18E-06,0.00E+00
821.2,2.95E-06,1.18E-06,0.00E+00
821.3,2.93E-06,1.17E-06,0.00E+00
821.4,2.92E-06,1.16E-06,0.00E+00
821.5,2.90E-06,1.16E-06,0.00E+00
821.6,2.88E-06,1.15E-06,0.00E+00
821.7,2.87E-06,1.14E-06,0.00E+00
821.8,2.85E-06,1.14E-06,0.00E+00
821.9,2.83E-06,1.13E-06,0.00E+00
822,2.81E-06,1.12E-06,0.00E+00
822.1,2.80E-06,1.12E-06,0.00E+00
822.2,2.78E-06,1.11E-06,0.00E+00
822.3,2.77E-06,1.10E-06,0.00E+00
822.4,2.75E-06,1.10E-06,0.00E+00
822.5,2.73E-06,1.09E-06,0.00E+00
822.6,2.72E-06,1.08E-06,0.00E+00
822.7,2.70E-06,1.08E-06,0.00E+00
822.8,2.69E-06,1.07E-06,0.00E+00
822.9,2.67E-06,1.07E-06,0.00E+00
823,2.65E-06,1.06E-06,0.00E+00
823.1,2.64E-06,1.05E-06,0.00E+00
823.2,2.62E-06,1.05E-06,0.00E+00
823.3,2.61E-06,1.04E-06,0.00E+00
823.4,2.59E-06,1.03E-06,0.00E+00
823.5,2.58E-06,1.03E-06,0.00E+00
823.6,2.56E-06,1.02E-06,0.00E+00
823.7,2.55E-06,1.02E-06,0.00E+00
823.8,2.53E-06,1.01E-06,0.00E+00
823.9,2.52E-06,1.00E-06,0.00E+00
824,2.50E-06,9.99E-07,0.00E+00
824.1,2.49E-06,9.93E-07,0.00E+00
824.2,2.47E-06,9.87E-07,0.00E+00
824.3,2.46E-06,9.82E-07,0.00E+00
824.4,2.44E-06,9.76E-07,0.00E+00
824.5,2.43E-06,9.70E-07,0.00E+00
824.6,2.41E-06,9.65E-07,0.00E+00
824.7,2.40E-06,9.59E-07,0.00E+00
824.8,2.39E-06,9.53E-07,0.00E+00
824.9,2.37E-06,9.48E-07,0.00E+00
825,2.36E-06,9.42E-07,0.00E+00
825.1,2.34E-06,9.37E-07,0.00E+00
825.2,2.33E-06,9.31E-07,0.00E+00
825.3,2.32E-06,9.26E-07,0.00E+00
825.4,2.30E-06,9.21E-07,0.00E+00
825.5,2.29E-06,9.15E-07,0.00E+00
825.6,2.28E-06,9.10E-07,0.00E+00
825.7,2.26E-06,9.05E-07,0.00E+00
825.8,2.25E-06,8.99E-07,0.00E+00
825.9,2.24E-06,8.94E-07,0.00E+00
826,2.22E-06,8.89E-07,0.00E+00
826.1,2.21E-06,8.84E-07,0.00E+00
826.2,2.20E-06,8.79E-07,0.00E+00
826.3,2.19E-06,8.73E-07,0.00E+00
826.4,2.17E-06,8.68E-07,0.00E+00
826.5,2.16E-06,8.63E-07,0.00E+00
826.6,2.15E-06,8.58E-07,0.00E+00
826.7,2.13E-06,8.53E-07,0.00E+00
826.8,2.12E-06,8.48E-07,0.00E+00
826.9,2.11E-06,8.44E-07,0.00E+00
827,2.10E-06,8.39E-07,0.00E+00
827.1,2.09E-06,8.34E-07,0.00E+00
827.2,2.07E-06,8.29E-07,0.00E+00
827.3,2.06E-06,8.24E-07,0.00E+00
827.4,2.05E-06,8.19E-07,0.00E+00
827.5,2.04E-06,8.15E-07,0.00E+00
827.6,2.03E-06,8.10E-07,0.00E+00
827.7,2.01E-06,8.05E-07,0.00E+00
827.8,2.00E-06,8.01E-07,0.00E+00
827.9,1.99E-06,7.96E-07,0.00E+00
828,1.98E-06,7.91E-07,0.00E+00
828.1,1.97E-06,7.87E-07,0.00E+00
828.2,1.96E-06,7.82E-07,0.00E+00
828.3,1.94E-06,7.78E-07,0.00E+00
828.4,1.93E-06,7.73E-07,0.00E+00
828.5,1.92E-06,7.69E-07,0.00E+00
828.6,1.91E-06,7.64E-07,0.00E+00
828.7,1.90E-06,7.60E-07,0.00E+00
828.8,1.89E-06,7.56E-07,0.00E+00
828.9,1.88E-06,7.51E-07,0.00E+00
829,1.87E-06,7.47E-07,0.00E+00
829.1,1.86E-06,7.43E-07,0.00E+00
829.2,1.85E-06,7.39E-07,0.00E+00
829.3,1.84E-06,7.34E-07,0.00E+00
829.4,1.82E-06,7.30E-07,0.00E+00
829.5,1.81E-06,7.26E-07,0.00E+00
829.6,1.80E-06,7.22E-07,0.00E+00
829.7,1.79E-06,7.18E-07,0.00E+00
829.8,1.78E-06,7.14E-07,0.00E+00
829.9,1.77E-06,7.09E-07,0.00E+00
830,1.76E-06,7.05E-07,0.00E+00
